Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Noms des déposants,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,21,F,Félu (L.),[1400],,,,,
1922,21,F,Fenaille et Despeaux (Anciens Établissements).,[999],,,,,
1922,21,F,Fensch et Labourel (Société),[413],,,,,
1922,21,F,Fenwick frères & Cie (Société anome des Établissements),[1540],,,,,
1922,21,F,Féracci et Cazet (Société),[935],,,,,
1922,21,F,Féraud (P.M.).,[14],,,,,
1922,21,F,Féraud (M.H.).,[1818],,,,,
1922,21,F,Férault (L.),[188],,,,,
1922,21,F,Ferd. Marx & Cie (Raison sociale).,[96],,,,,
1922,21,F,Fereng et Brassler (Raison sociale).,[645],,,,,
1922,21,F,Feret frères.,"[509, 510, 1169, 1230, 1672]",,,,,
1922,21,F,"Férier, Bianchini (Raison sociale).","[351, 352, 604, 1301, 1431]",,,,,
1922,21,F,Fermé (G.),[177],,,,,
1922,21,F,Ferme de St-Gruon,[570],,,,,
1922,21,F,Fermieu (P.) et Toucas (A.).,"[517, 537]",,,,,
1922,21,F,Fernand,[1433],,,,,
1922,21,F,"Fernand, George (Établissements",[1224],,,,,
1922,21,F,Fernandez et Pons (Société en nom collectif).,"[299, 310]",,,,,
1922,21,F,Férotin & Cie (V.).,[731],,,,,
1922,21,F,Ferran et autres.,[394],,,,,
1922,21,F,Ferrand (A.).,"[1826, 1827]",,,,,
1922,21,F,Ferrand (F.) et Lafay (L.).,"[820, 1420]",,,,,
1922,21,F,Ferraro (A.),[1174],,,,,
1922,21,F,Ferraro (Atlantico),[1354],,,,,
1922,21,F,"Ferraro, Massicot & Cie (Société).",[157],,,,,
1922,21,F,Ferraton et Monier (Société),[1861],,,,,
1922,21,F,Ferrero (J.B.).,[1675],,,,,
1922,21,F,Ferrette (L.),[1459],,,,,
1922,21,F,Ferrier (Société les fils de Jules).,[715],,,,,
1922,21,F,Ferrier & Cie (C.).,[1308],,,,,
1922,21,F,Ferron (C.),[558],,,,,
1922,21,F,"Ferroni, Escommier & Cie (Société)","[67, 494]",,,,,
1922,21,F,Feschotte (dame F.),[1401],,,,,
1922,21,F,Festa (L.),[537],,,,,
1922,21,F,Festa (Société anonyme),[1258],,,,,
1922,21,F,Feuerlöschpistole Wolf G. m. b. H. (Société),[941],,,,,
1922,21,F,Feugère (E.).,"[417, 556, 599]",,,,,
1922,21,F,Feugier (L.),[1695],,,,,
1922,21,F,Feuillade (J.F.H.).,[368],,,,,
1922,21,F,Feuillatre (M.).,[1277],,,,,
1922,21,F,Feuillatte (M.).,"[995, 1466, 1498, 1835]",,,,,
1922,21,F,Feuillie (E.),"[1353, 1491, 1492, 1471]",,,,,
1922,21,F,Page réelle.,[1561],,,,,
1922,21,F,Février (H.),[1108],,,,,
1922,21,F,Feydel (L.),[1455],,,,,
1922,21,F,Feyfantier (C.).,[1634],,,,,
1922,21,F,Feyguine (dame D.),[818],,,,,
1922,21,F,Feyret (P.),[872],,,,,
1922,21,F,Feyteau (A.) et Lacoste (L.),[456],,,,,
1922,21,F,Fialip (Dr R.J.M.),[1213],,,,,
1922,21,F,Fiard (J.) & Cie.,[1515],,,,,
1922,21,F,Fibroglutine Déménios Association en participation.,[1726],,,,,
1922,21,F,Ficher (L.),[1696],,,,,
1922,21,F,Ficheroulle et Gornut,[693],,,,,
1922,21,F,Fichet (M.),[1374],,,,,
1922,21,F,Fichet (Société dite),[150],,,,,
1922,21,F,"Fichet, Bournisien, Beau & Cie (Société)",[1054],,,,,
1922,21,F,Fichot-Landrin (dame veuve),[698],,,,,
1922,21,F,Fidide (L.F.),[938],,,,,
1922,21,F,Field (J.H.),[1539],,,,,
1922,21,F,Fiers (L.),[1400],,,,,
1922,21,F,"Fieux, Leduc & Co.",[1707],,,,,
1922,21,F,Figarat (H.),[1424],,,,,
1922,21,F,Fila (E.),[1733],,,,,
1922,21,F,Filature et Gorderie de la Gironde (Société anonyme),[1756],,,,,
1922,21,F,Filature de la Gosse (Société anonyme la),[233],,,,,
1922,21,F,Filatures de Neugedein (Société anonyme les).,[1631],,,,,
1922,21,F,Filatures et Teintureries de Saint-Epin (Société anonyme des).,"[231, 943, 944, 945, 946, 1259, 1860]",,,,,
1922,21,F,Filippi (M.),[1855],,,,,
1922,21,F,Fillerin (N.),[121],,,,,
1922,21,F,Filma oil Burners Limited (Société),[193],,,,,
1922,21,F,Finch et Swan Co (Société),[594],,,,,
1922,21,F,Fincker frères (Établissements),[1306],,,,,
1922,21,F,Findinier (A.),[540],,,,,
1922,21,F,Finet (L.),[113],,,,,
1922,21,F,Finet (demoiselle O.),[1091],,,,,
1922,21,F,Fink (L.),[1865],,,,,
1922,21,F,"Finlayson, Bousfield et Company Limited (Société)",[305],,,,,
1922,21,F,Finska Pappersbruks Freningen (Société),[1481],,,,,
1922,21,F,Page réelle.,[1571],,,,,
1922,21,F,Fioret (Parfums).,[868],,,,,
1922,21,F,Firma C. Conradty (Société),[1397],,,,,
1922,21,F,Firme Gebr. Steimel,[1220],,,,,
1922,21,F,Firme Gebrüder Adt (Société par actions),[346],,,,,
1922,21,F,Firme : Le Benart Import Co Inc.,[1061],,,,,
1922,21,F,Firme Kienzle Uhren fabriken Société en commandite,[5],,,,,
1922,21,F,Firme : Les Produits Industriels,[935],,,,,
1922,21,F,Fis et Pinaud,[600],,,,,
1922,21,F,Fischer (G.),[301],,,,,
1922,21,F,Fischer (G.M.).,[674],,,,,
1922,21,F,Fischer (J.P.).,[694],,,,,
1922,21,F,Fischer (demoiselle L.) et autres,[1149],,,,,
1922,21,F,Fischer (demoiselle M.) et autres,[1149],,,,,
1922,21,F,Fischer (R.) et autres,[1149],,,,,
1922,21,F,"Fischer (dame veuve), Fischer (R.) Fischer (demoiselle M.) et Fischer (demoiselle L.)",[1149],,,,,
1922,21,F,Fischer (G.M.).,[1188],,,,,
1922,21,F,Fishgründ (I.).,[1734],,,,,
1922,21,F,Fisker (A.S.) et Nielsen,[269],,,,,
1922,21,F,"Fith (Société anonyme, Manufacture des chaussures)",[1790],,,,,
1922,21,F,Fize (J.) et Calvayrac (G.),[321],,,,,
1922,21,F,Flach (G.),[876],,,,,
1922,21,F,Flach (H.),[959],,,,,
1922,21,F,Flamant & Cie (Raison sociale V.),[1529],,,,,
1922,21,F,Flamary (A.),[1793],,,,,
1922,21,F,Flamen (L.).,"[160, 696]",,,,,
1922,21,F,Flamey (H.),[399],,,,,
1922,21,F,Flandin (F.),[1633],,,,,
1922,21,F,Flayol (A.),[43],,,,,
1922,21,F,Fleissig (J.),[750],,,,,
1922,21,F,Fleuriel (J.) & Cie.,[315],,,,,
1922,21,F,Fleury (L.F.),[143],,,,,
1922,21,F,Fleury (G.),[423],,,,,
1922,21,F,Fleury - Legrand (Maison),[674],,,,,
1922,21,F,Flinois (L.),[725],,,,,
1922,21,F,Flli Bossi Guiliani & Cie,[1719],,,,,
1922,21,F,Florantin et Nicocolas,[505],,,,,
1922,21,F,Florent & Cie (Société anonyme des anciens Établissements G.).,[1108],,,,,
1922,21,F,Florentin - Chevalier.,[990],,,,,
1922,21,F,Florentino - Gomez Tornero,[838],,,,,
1922,21,F,Flouch fils aîné.,[989],,,,,
1922,21,F,Flouch frères & Cie,[956],,,,,
1922,21,F,Fodor (V.) et Boucly (E.),[1507],,,,,
1922,21,F,Foglia (C.),[1225],,,,,
1922,21,F,Foiret (G.).,"[332, 740]",,,,,
1922,21,F,Folzer (A.).,"[15, 171, 521]",,,,,
1922,21,F,Fombelle (N.),[1725],,,,,
1922,21,F,Foncel (J.).,"[1053, 1056]",,,,,
1922,21,F,Fonderies Boulart,[1370],,,,,
1922,21,F,Fonderies Emailleries de Noyon (Société anonyme),[231],,,,,
1922,21,F,Fonderies du Fidur (Société),[374],,,,,
1922,21,F,Fonderies et Forges de Cran-Gévrier (Société anonyme des),[1786],,,,,
1922,21,F,Fonini (P.),[274],,,,,
1922,21,F,Fontaine (R.),[187],,,,,
1922,21,F,Fontaine (J.A.J.).,[566],,,,,
1922,21,F,Fontaine (G.A.).,[678],,,,,
1922,21,F,Fontaine (G.E.).,[1019],,,,,
1922,21,F,Fontaine (R.),[1477],,,,,
1922,21,F,Fontaine (J.M.A.).,[1717],,,,,
1922,21,F,Fontaine & Cie.,[1699],,,,,
1922,21,F,Fontaine frères (Société),[1809],,,,,
1922,21,F,Fontan (J.B.),[1409],,,,,
1922,21,F,Fontana (J.T.).,[1213],,,,,
1922,21,F,Fontanon (E.),[670],,,,,
1922,21,F,Fontbarlet et Bonnardel,[1790],,,,,
1922,21,F,Fonteix et Archimbaud,[1340],,,,,
1922,21,F,Fontenelle & Cie (Société),[1819],,,,,
1922,22,F,Fontenille (C.).,[714],,,,,
1922,22,F,Fontenille - Mondière (C.),[1630],,,,,
1922,22,F,Fontenille - Ytournel (P.),[387],,,,,
1922,22,F,Fontès (E.),[458],,,,,
1922,22,F,Fontix frères (Société),[70],,,,,
1922,22,F,Fonvieille (F.),[874],,,,,
1922,22,F,Food Products Limited (Société).,[1145],,,,,
1922,22,F,Foray (E.).,"[1090, 1091]",,,,,
1922,22,F,Forces motrices de l’Agout (Les),[1199],,,,,
1922,22,F,Forest (F.),[154],,,,,
1922,22,F,Forestier (J.),[514],,,,,
1922,22,F,Forestier (L.A.L. J.),[1688],,,,,
1922,22,F,Foret & Cie (Société J.),"[977, 1201, 1789]",,,,,
1922,22,F,Foret forgé et l'Outillage mécanique (Société anonyme le),[1663],,,,,
1922,22,F,Forgeot et Beault (Maison Établisment),[1181],,,,,
1922,22,F,Forges de Bologne (Société anonyme),[561],,,,,
1922,22,F,Forges stéphanoises (Société anonyme des).,"[263, 269, 300, 303, 1582]",,,,,
1922,22,F,Page réelle.,[1592],,,,,
1922,22,F,Forget-Terrail et Cie (Maison).,[1872],,,,,
1922,22,F,Forget-Terrail et Servant,[1872],,,,,
1922,22,F,Formica Insultation Company Manufacturière (Société The).,[1456],,,,,
1922,22,F,Forthomme - Alleaume (Société anonyme des Établissements).,[194],,,,,
1922,22,F,Fortier (M.),[95],,,,,
1922,22,F,Fortier (J.E.M.).,[307],,,,,
1922,22,F,Fortin (P.),[432],,,,,
1922,22,F,Fortin (P.H.),[670],,,,,
1922,22,F,Fortin (J.) et autres,[940],,,,,
1922,22,F,Fortin (dame veuve L.),[1126],,,,,
1922,22,F,Fortin (P.).,"[1357, 1446]",,,,,
1922,22,F,Fortin (E.),[1754],,,,,
1922,22,F,Fouache et fils (Société E.),[300],,,,,
1922,22,F,Fouan et fils (Société),[1401],,,,,
1922,22,F,Foubert (M.P.).,[312],,,,,
1922,22,F,Foucart (P.),[1728],,,,,
1922,22,F,Foucauld & Cie (Raison sociale Lucien).,"[523, 621, 1315]",,,,,
1922,22,F,Foucault (G.) et Schweitzer (Société anonyme des Usines).,[951],,,,,
1922,22,F,Fouché (R.P.).,[538],,,,,
1922,22,F,Foucher et Cotelle (Société anonyme des Établissements).,"[1765, 1782]",,,,,
1922,22,F,Foucher et Coutelle (Société anonyme Établissements),[431],,,,,
1922,22,F,Foucher et Grémion (Société en nom collectif).,[72],,,,,
1922,22,F,Fouchy (A.),[751],,,,,
1922,22,F,Fouga (H.).,"[1394, 1426]",,,,,
1922,22,F,Fougerat (J.),[256],,,,,
1922,22,F,Fouillot (G.).,"[417, 438, 439]",,,,,
1922,22,F,Foulon et fils,[1253],,,,,
1922,22,F,Fouqueau frères (Société),[270],,,,,
1922,22,F,Fouquier (P.J.) et Coussinet (G.).,[783],,,,,
1922,22,F,Fourcassies (G.).,[998],,,,,
1922,22,F,Fourel (L.) et Vasse (J.),[383],,,,,
1922,22,F,Fourey (P.),[404],,,,,
1922,22,F,Fourgault (E.).,[1464],,,,,
1922,22,F,Page réelle.,[1554],,,,,
1922,22,F,Fournerie (A.).,[1097],,,,,
1922,22,F,Fournet (E.M.).,[1662],,,,,
1922,22,F,Fournet et Chauvet (Société).,"[841, 1027]",,,,,
1922,22,F,Fournié (H.),[669],,,,,
1922,22,F,Fournier (A.V.).,[118],,,,,
1922,22,F,Fournier (G.),[215],,,,,
1922,22,F,Fournier (E.),"[320, 624, 815, 1033, 1412]",,,,,
1922,22,F,Fournier (P.C.).,[1351],,,,,
1922,22,F,Fournier (demoiselle L.),[1489],,,,,
1922,22,F,Fournier (Société anonyme des anciens Établissements),"[73, 1491]",,,,,
1922,22,F,Fournier (L.H.).,[1766],,,,,
1922,22,F,Fournier & Cie (Maison),"[634, 675, 929, 1389]",,,,,
1922,22,F,Fournier et Barbet.,[1772],,,,,
1922,22,F,Fournier - Demars (Maison).,"[165, 320, 624, 815, 1033, 1412]",,,,,
1922,22,F,"Fournier, Olida & Cie (Société).","[870, 1136, 1172, 1738]",,,,,
1922,22,F,Fourniez & Cie (Société),[795],,,,,
1922,22,F,"Fourny (E.), Fourny (G.), Coutelas (A.) et Coutelas (G.)",[813],,,,,
1922,22,F,Fourny (G.) et autres,[813],,,,,
1922,22,F,Fourré (P.),[200],,,,,
1922,22,F,Fourré (G.),[499],,,,,
1922,22,F,Fourrier (P.M.).,[1236],,,,,
1922,22,F,Fourtané et Minvielle,"[11, 311, 733]",,,,,
1922,22,F,Foussarigues (F. L.).,"[839, 1488, 1600]",,,,,
1922,22,F,Frachat (L.C.J.).,[54],,,,,
1922,22,F,Fradin (C.),[955],,,,,
1922,22,F,Fradin et Mallet (Société),[615],,,,,
1922,22,F,Fraigneau (R.).,"[1674, 1679]",,,,,
1922,22,F,Fraigniau - Besson (R.).,[1211],,,,,
1922,22,F,Fraioli frères (Société),[209],,,,,
1922,22,F,Fraisse (G.),[1607],,,,,
1922,22,F,Fraissinet & Cie (H.),[1220],,,,,
1922,22,F,Franc (R.) et Leroudier (H.),[1309],,,,,
1922,22,F,Français et Morin (Société),[602],,,,,
1922,22,F,Francart (S.).,[682],,,,,
1922,22,F,Francès (R.),[612],,,,,
1922,22,F,Francès (M.),[981],,,,,
1922,22,F,Francès (R.) et Cohen (P.),[612],,,,,
1922,22,F,Francfort (A.),[458],,,,,
1922,22,F,Franchomme et Fauchille (Société anonyme des anciens Établissements).,[315],,,,,
1922,22,F,Franchot et Martin (Société),[758],,,,,
1922,22,F,"Francisque - Delignère, Fafournoux",[1431],,,,,
1922,22,F,Franck (Les savons Neutres J.A.).,[564],,,,,
1922,22,F,Franck (M.),[1344],,,,,
1922,22,F,Franco - Algérienne des carburants (Société).,[1781],,,,,
1922,22,F,Franco Alsacienne (Société anonyme).,[1582],,,,,
1922,22,F,Page réelle.,[1592],,,,,
1922,22,F,Franco - Égyptienne (Société),"[263, 264]",,,,,
1922,22,F,Franco (A.Q.) et Goobody (I.).,[1064],,,,,
1922,22,F,Franco et Jehl,[1465],,,,,
1922,22,F,François (G.),"[544, 604]",,,,,
1922,22,F,François (L.),[1393],,,,,
1922,22,F,François (A.) et De< ?> lugeau (G.) (Société),[800],,,,,
1922,22,F,François et Martin (Société),"[6, 27]",,,,,
1922,22,F,François et Thomas (Société).,[1482],,,,,
1922,22,F,Page réelle.,[1572],,,,,
1922,22,F,Fancou (A.).,"[19, 246]",,,,,
1922,22,F,Frane (Société anonyme des Papiers),[134],,,,,
1922,22,F,Frangopulo (L.C. L.),[1809],,,,,
1922,22,F,Frank (dame Édouard),[154],,,,,
1922,22,F,Frank (E.),[752],,,,,
1922,22,F,Franke (E.),[40],,,,,
1922,22,F,Fraquet (E.),[1326],,,,,
1922,22,F,Fraslin (M.) et Dupasquier (J.) (Société),[1471],,,,,
1922,22,F,Page réelle.,[1561],,,,,
1922,22,F,Fratelli Bortelli (Raison sociale).,[1819],,,,,
1922,22,F,Fraysse (F.),[275],,,,,
1922,22,F,Fraysse (T.),[331],,,,,
1922,22,F,"Frean, Peek & Cie Limited (Société)",[1174],,,,,
1922,22,F,Frecnez (L.M.).,[1260],,,,,
1922,22,F,Fred < ?>B Rice et John G. Simon,[1460],,,,,
1922,22,F,Frédéric (G.) et Deslandes (G.) & Cie,"[5, 17]",,,,,
1922,22,F,Fredland (J.) et Enckell (A.),[80],,,,,
1922,22,F,Freemann (W.F.).,[1041],,,,,
1922,22,F,Freeman Berthet & C° Inc. (Société anonyme),[652],,,,,
1922,22,F,Freeman Sons and Co Limited (Société Joseph).,[1786],,,,,
1922,22,F,Fregonara (C.).,[716],,,,,
1922,22,F,Freitag (A.),[994],,,,,
1922,22,F,Freitel (E.),[906],,,,,
1922,22,F,Frejacques (J.S.) et Dunan (E.).,[1787],,,,,
1922,22,F,Frémont (R.),[1743],,,,,
1922,22,F,Frémy (L.),[1319],,,,,
1922,22,F,Frémy et autres (Société),[1622],,,,,
1922,22,F,Frequenez (C.).,[1585],,,,,
1922,22,F,Page réelle.,[1595],,,,,
1922,22,F,Frérebeau (F.).,"[920, 1713]",,,,,
1922,22,F,Frères Koechlin (Société anonyme Firme),[1431],,,,,
1922,22,F,Frérot (G.) et Boulanger (J.),[952],,,,,
1922,22,F,Frétigny (dame veuve),[1024],,,,,
1922,22,F,Frévet (J.),[1688],,,,,
1922,22,F,Freysz (C.),[584],,,,,
1922,22,F,Freze (M.),[1861],,,,,
1922,22,F,"Fribourg, Dauxin & Cie (Société anonyme des Établissements).",[559],,,,,
1922,22,F,Frichon (R.) et Legendre (A.) (Société de),[1716],,,,,
1922,22,F,Frichot (J.),[1386],,,,,
1922,22,F,Friderici (G.),[806],,,,,
1922,22,F,Friedmann & Cie (R.),[1668],,,,,
1922,22,F,Frietag (A.).,"[972, 973]",,,,,
1922,22,F,Friez (F.A.A.).,[138],,,,,
1922,22,F,Frigorifique d’Aubagne (Société anonyme du).,[1797],,,,,
1922,22,F,Frings (M.) & Cie,[1466],,,,,
1922,22,F,Page réelle.,[1556],,,,,
1922,22,F,Frings (M.) & Cie,[1467],,,,,
1922,22,F,Page réelle.,[1557],,,,,
1922,22,F,"Friry (F.), Brunet (G.) & Cie ","[276, 978, 1864]",,,,,
1922,22,F,Fritz Schulz jun Aktiengesells - chaft (Société).,[74],,,,,
1922,22,F,Frize (M.E.),[1017],,,,,
1922,22,F,Frizer (dame Y.).,[1862],,,,,
1922,22,F,Frodair Iron & Steel Co Limited (Société The).,[1725],,,,,
1922,22,F,Froehlich (J.),[54],,,,,
1922,22,F,Froger (E.),[646],,,,,
1922,22,F,Froger Richar,[646],,,,,
1922,22,F,Froissart et Albert (A.) (Société).,[77],,,,,
1922,22,F,Fromager et Pomel,"[910, 911]",,,,,
1922,22,F,Fromagerie Normande de l’Abaye de St-Georges,[722],,,,,
1922,22,F,Fromageries Gh. Gervais (Société anonyme des). ,[1740],,,,,
1922,22,F,Fromentin (J.) et Biol (A.),[48],,,,,
1922,22,F,Fromholt (G.).,[201],,,,,
1922,22,F,"Fromy, Rogée & Cie","[627, 697]",,,,,
1922,22,F,Frostilla Company (Raison commerciale The).,[868],,,,,
1922,22,F,Frot (E.),[498],,,,,
1922,22,F,Frouin (A.),[701],,,,,
1922,22,F,Froussart (G.).,[228],,,,,
1922,22,F,Fructus et autres.,[113],,,,,
1922,22,F,Fruhinsholz (A.).,[1774],,,,,
1922,22,F,Fuford Limited (Société G.E.).,"[747, 759]",,,,,
1922,22,F,Fuller (demoiselle Loï),[1875],,,,,
1922,22,F,Fuller - Morrisson & Cie,[461],,,,,
1922,22,F,Fumouze & Cie (Société),[1720],,,,,
1922,22,F,Fumouze et Cie (Société V.),[961],,,,,
1922,22,F,Fumouze (P.) & Cie (Société),"[1420, 1149]",,,,,
1922,22,F,Fumouze et Cie (Société),[1482],,,,,
1922,22,F,Page réelle.,[1572],,,,,
1922,22,F,Funcke (Sohn) (Firme G.G.).,[188],,,,,
1922,22,F,Funget (G.),[1292],,,,,
1922,22,F,Furnon (P.),[443],,,,,
1922,22,F,Furnon (P.E.).,[1248],,,,,
1922,22,,G,[],,,,,
1922,22,G,Gabarra (J.),[1367],,,,,
1922,22,G,Gabet - Devouge (Société anonyme des Établissements).,"[715, 757]",,,,,
1922,22,G,Gabilla (Société anonyme Les par fumeries de).,"[16, 241, 1348]",,,,,
1922,22,G,Gabillot (L.),[707],,,,,
1922,22,G,Gabin (E.) et Boutin (dame veuve),[606],,,,,
1922,22,G,Gabiot (G.),[158],,,,,
1922,22,G,Gabriel (E.E.E.).,[946],,,,,
1922,22,G,Gabrielle et Germaine (Société).,[1587],,,,,
1922,22,G,Page réelle.,[1597],,,,,
1922,22,G,Gabrielsen et autres (Raison sociale),[1840],,,,,
1922,22,G,Gachet et Jacob.,[947],,,,,
1922,22,G,Gachie et Aula (Maison),[482],,,,,
1922,22,G,Gaden (H.H.),[89],,,,,
1922,22,G,Gaden (H.),[1024],,,,,
1922,22,G,Gadot (P.F.J.M.),[72],,,,,
1922,22,G,Gaestel (V.),[1196],,,,,
1922,22,G,Gaëtan Brun (Société anonyme des anciens Établissements).,"[359, 361, 363, 724]",,,,,
1922,22,G,Gaffié,[856],,,,,
1922,22,G,Gaffier (D.) et Mignonac frères.,[1587],,,,,
1922,22,G,Page réelle.,[1597],,,,,
1922,22,G,Gaffre (G.),[780],,,,,
1922,22,G,Gag et Lipart (Firme),[1427],,,,,
1922,22,G,Gaggiolo (L.),[713],,,,,
1922,22,G,Gagliano (M.),[1765],,,,,
1922,22,G,Gaguine (R.),[644],,,,,
1922,22,G,Gaillard (L.).,"[276, 658]",,,,,
1922,22,G,Gaillard (H.G.).,"[427, 440]",,,,,
1922,22,G,Gaillard (E.),"[501, 535, 540]",,,,,
1922,22,G,Gaillard (J.),[793],,,,,
1922,22,G,Gaillard (V.).,"[9, 211, 105]",,,,,
1922,22,G,Gaillard (G.H.).,"[1169, 1187]",,,,,
1922,22,G,Gaillart,[1405],,,,,
1922,22,G,Gailliègne (A.).,[976],,,,,
1922,22,G,Gairin (J.).,"[948, 1667]",,,,,
1922,22,G,Galabrun (F.) et Blanc (L.),[299],,,,,
1922,22,G,Galatée (Société anonyme),[1708],,,,,
1922,22,G,Galéa (dame M.).,[1305],,,,,
1922,22,G,Galéa & Cie (Société),[265],,,,,
1922,22,G,Galerneau (E.).,[1778],,,,,
1922,22,G,Galet (dame veuve de G.),[1124],,,,,
1922,22,G,Galey (E.),[1163],,,,,
1922,22,G,Galibert et Varon (Société les Neveux),"[922, 923]",,,,,
1922,22,G,Galinier (E.).,"[47, 515]",,,,,
1922,22,G,Gallais (M.).,"[353, 363, 562]",,,,,
1922,22,G,Galland (A.),[96],,,,,
1922,22,G,Gallant (A.),[238],,,,,
1922,22,G,Gallart (J.),[1405],,,,,
1922,22,G,Gallé (C.),[578],,,,,
1922,22,G,Gallet (A.).,"[451, 453]",,,,,
1922,22,G,Gallet (P.B.J.).,[1471],,,,,
1922,22,G,Gallet et Roger (Société anonyme Parfumerie).,"[154, 565, 657, 658, 834, 866, 867, 949, 1133, 1230, 1347, 1864]",,,,,
1922,22,G,Gallin-Martel (J.).,[22],,,,,
1922,22,G,Gallois (C.) & Cie.,[1113],,,,,
1922,22,G,Gallon (N.A.A.).,[679],,,,,
1922,22,G,"Gallon, Barbot & Cie (Société)",[1470],,,,,
1922,22,G,Gallon et Museau (Société),[1269],,,,,
1922,23,G,Galzin et Boniol.,[1060],,,,,
1922,23,G,Gambier (D.).,"[257, 1816]",,,,,
1922,23,G,Gamblin (dame veuve A.).,"[1031, 1032, 1033, 1649]",,,,,
1922,23,G,Gamel (C.),[748],,,,,
1922,23,G,Gamet (C.J.H.).,[1451],,,,,
1922,23,G,Gamewell Fire Alarm Télégraph Co (Société The).,[1296],,,,,
1922,23,G,Grammeter (A.).,[1849],,,,,
1922,23,G,Gamonet fils et Rougier (Société),[200],,,,,
1922,23,G,Garaud (J.A.).,[1276],,,,,
1922,23,G,Garaud et Luffont.,[265],,,,,
1922,23,G,Garbarini (A).,"[193, 938]",,,,,
1922,23,G,Garcette (P.E.).,[521],,,,,
1922,23,G,Garcia (J.),[1862],,,,,
1922,23,G,Garcia (M.) et Marco (E.),[46],,,,,
1922,23,G,Garcin (J.),[337],,,,,
1922,23,G,Garcin (S.),[1146],,,,,
1922,23,G,Garda (E.).,"[14, 701, 471]",,,,,
1922,23,G,Gardel (P.),[1106],,,,,
1922,23,G,Gardette et Gay.,[494],,,,,
1922,23,G,Garel et Bonnet (Société).,"[450, 969]",,,,,
1922,23,G,Garibaldi (M.).,[398],,,,,
1922,23,G,Garibaldi (J.),[879],,,,,
1922,23,G,Garnica de La Cruz (L.) et Lyon (F.).,[267],,,,,
1922,23,G,Garnier (A.).,"[78, 1386]",,,,,
1922,23,G,Garnier (dame veuve A.).,"[955, 956]",,,,,
1922,23,G,Garnier (Société anonyme des Établissements),"[559, 830]",,,,,
1922,23,G,Garnier frères,[1099],,,,,
1922,23,G,Garnier et Egal (Société),[388],,,,,
1922,23,G,Garoux (P.),[1051],,,,,
1922,23,G,Garratt – Callahan Company (Société),[1454],,,,,
1922,23,G,Garres (veuve) et de Pénanros fils (Société anonyme des Établissements),[1067],,,,,
1922,23,G,Garric (A.),[1478],,,,,
1922,23,G,Garrie (F.),[1478],,,,,
1922,23,G,Garrie (H.) et Herrmann (L.) (Société),[1312],,,,,
1922,23,G,Garrouste (A.).,[861],,,,,
1922,23,G,Garthwaite (W.).,[1213],,,,,
1922,23,G,Garthwaite Bart (W.),[1322],,,,,
1922,23,G,Gasqueton (E.) et Pupin (L.).,"[727, 728]",,,,,
1922,23,G,Gasse (E.),[1172],,,,,
1922,23,G,Gassier (L.),[364],,,,,
1922,23,G,Gastal (L.),[193],,,,,
1922,23,G,"Gastand, Raibaut Muda & Cie",[439],,,,,
1922,23,G,Gastineau (F.).,"[1166, 1167]",,,,,
1922,23,G,Gath et Chaves.,[435],,,,,
1922,23,G,Gatimel (L.),[271],,,,,
1922,23,G,Gatinaud (E.M.).,[264],,,,,
1922,23,G,"Gattegno, Weil & Cie (Établissements)","[710, 720, 1296, 1336, 1349, 1583]",,,,,
1922,23,G,Page réelle.,[1593],,,,,
1922,23,G,Gattelet (V.J.B.),"[41, 194]",,,,,
1922,23,G,Gaubert (J.P.F.).,[679],,,,,
1922,23,G,Gauche (A.J.G.).,[258],,,,,
1922,23,G,Gaucher (E.),[4325],,,,,
1922,23,G,Gaudet (E.),[1324],,,,,
1922,23,G,Gaudez (C.M.C.).,[750],,,,,
1922,23,G,Gaudia (Société des films),[1481],,,,,
1922,23,G,Page réelle.,[1571],,,,,
1922,23,G,Gaudier et Kuppel (Société),[894],,,,,
1922,23,G,Gaudin (A.),[518],,,,,
1922,23,G,Gaudin et Dandicolle (Société anonyme des Établissements.).,"[1270, 1271, 1276, 1278]",,,,,
1922,23,G,Gaudrap & Cie.,[1416],,,,,
1922,23,G,Gaujard (L.E.).,[395],,,,,
1922,23,G,Gault (M.),[683],,,,,
1922,23,G,Gault (E.),[1404],,,,,
1922,23,G,Gaumont (Société des Établissements).,"[969, 1186, 1336]",,,,,
1922,23,G,Gaumont (Société des Établissements),[1482],,,,,
1922,23,G,Page réelle.,[1572],,,,,
1922,23,G,Gaury (J.),[1412],,,,,
1922,23,G,Gausseran (G.).,[507],,,,,
1922,23,G,Gaut-Blancan & Cie,[1146],,,,,
1922,23,G,Gautherie (A.).,[810],,,,,
1922,23,G,Gauthier (J.),"[404, 1501]",,,,,
1922,23,G,Gauthier (L.),"[1105, 1106]",,,,,
1922,23,G,Gauthier (P.),"[1197, 1200, 1254]",,,,,
1922,23,G,Gauthier (L.) (Société anonyme des anciens Établissements).,[971],,,,,
1922,23,G,Gauthier fils (G.).,"[342, 343, 349, 350]",,,,,
1922,23,G,Gauthier (R.),[1578],,,,,
1922,23,G,Page réelle.,[1588],,,,,
1922,23,G,Gauthier (P.),[1781],,,,,
1922,23,G,Gautier (M.),[280],,,,,
