Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Chiffres des marques,Dénomination des marques,Emblême,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,131,R,,Régina (Le),,35,941,,,,
1922,131,R,,Régina (Bière).,,68,957,,,,
1922,131,R,,Régina (Bock).,,68,957,,,,
1922,131,R,,Régina Héléna.,,58,1133,,,,
1922,131,R,,Régina Javel avec couronne (Dessin).,,14,1625,,,,
1922,131,R,,Réginor,,45,1432,,,,
1922,131,R,,Régional (Lit).,,37,11,,,,
1922,131,R,,Régional (Le).,,33,974,,,,
1922,131,R,,Régionale Chaussures avec coq sur une boîte (Dessin),,53,977,,,,
1922,131,R,,Régionales de la Marne (Les papeteries).,,72,1077,,,,
1922,131,R,,Réglable (Le) avec B.F. B,,16,1335,,,,
1922,131,R,,Réglauto,,21,72,,,,
1922,131,R,,Reglette,,49,833,,,,
1922,131,R,,Réglissane,,66,1311,,,,
1922,131,R,,Réglo-Moteur.,,22,189,,,,
1922,131,R,,Réglorever.,,60,569,,,,
1922,131,R,,Regnille,,48,1701,,,,
1922,131,R,,Regny (Jane).,,48,1071,,,,
1922,131,R,,Regto.,,68,1318,,,,
1922,131,R,,Reg. XIII de Dorob avec dessin.,,59,278,,,,
1922,131,R,,Regula.,,21,645,,,,
1922,131,R,,Régulateur.,,38,941,,,,
1922,131,R,,Régulateur (Plume),,72,1654,,,,
1922,131,R,,Régulateur français sur une montre,,21,228,,,,
1922,131,R,,Régulateur francobelge,,21,347,,,,
1922,131,R,,Régulateur Mure avec dessin,,42,1092,,,,
1922,131,R,,Régulateur Mure couronné avec Dessin),,42,1092,,,,
1922,131,R,,Régulus,,72,254,,,,
1922,131,R,,Rei Manuel (Vin-ho do Porto).,,68,1836,,,,
1922,131,R,,Reilla,,25,1089,,,,
1922,131,R,,Reims (Vin de) sur une bouteille (Dessin).,,68,1771,,,,
1922,131,R,,Reindeer.,,52,1096,,,,
1922,131,R,,Reine (La) avec dessin.,,53,865,,,,
1922,131,R,,Reine.,,25,1698,,,,
1922,131,R,,Reine d’amour sur un gâteau (Dessin),,66,770,,,,
1922,131,R,,Reine des Aniset-tes,,68,810,,,,
1922,131,R,,Reine Bérengère (Menthe) avec dessin,,68,1074,,,,
1922,131,R,,Reine du Bocage Normand.,,68,1680,,,,
1922,131,R,,Reine du Calvados,,68,1680,,,,
1922,131,R,,Reine des eaux de table (La),,69,1037,,,,
1922,131,R,,Reine des écré-meuses (La).,,17,268,,,,
1922,131,R,,Reine des fines (La).,,68,727,,,,
1922,131,R,,Reine du Hoggar.,,58,203,,,,
1922,131,R,,Reine Margot (Savon super extra) avec J.B.,,14,1727,,,,
1922,131,R,,Reine de Mouy (La),,43,388,,,,
1922,131,R,,Reine des Neiges.,,66,613,,,,
1922,131,R,,Reine d’Or,,25,1429,,,,
1922,131,R,,Reine des Pommes.,,68,1680,,,,
1922,131,R,,Reine des poudres de riz (La).,,58,277,,,,
1922,131,R,,Reine (Des) avec dessin,,53,1404,,,,
1922,131,R,,Reines de l’Algarve (Les).,,62,18,,,,
1922,131,R,,Reines-Claude à l’eau-de-vie.,,68,285,,,,
1922,131,R,,Reinette,,68,1715,,,,
1922,131,R,,Religieuse (Dessin).,,79,176,,,,
1922,131,R,,Relilettre.,,72,1748,,,,
1922,131,R,,Ralizane (La).,,58,118,,,,
1922,131,R,,Rema,,75,482,,,,
1922,131,R,,Remarquable (Bouillie la),,13,552,,,,
1922,131,R,,Rembrandt,,49,1826,,,,
1922,131,R,,Rème,,16,1753,,,,
1922,131,R,,Rémido avec dessin,,58,1170,,,,
1922,131,R,,Rémoise (Quincaillerie).,,39,151,,,,
1922,131,R,,Remplacez ceci par cela avec dessin,,22,1222,,,,
1922,131,R,,Remy.,,58,978,,,,
1922,131,R,,Renaissance Universelle (La).,,72,482,,,,
1922,131,R,,Renaissante (La).,,68,1208,,,,
1922,131,R,,Rénal-Cure,,79,959,,,,
1922,131,R,,Rénan père & fils (I.B.),,68,1414,,,,
1922,131,R,,Renard (Au) avec dessin,,47,651,,,,
1922,131,R,,Renard,,52,653,,,,
1922,131,R,,Renard (Dessin).,,46,685,,,,
1922,131,R,,Renard (Sirop balsamique).,,79,736,,,,
1922,131,R,,Renard (Le) avec dessin.,,1,1218,,,,
1922,131,R,,Renard (Dessin).,,73,1323,,,,
1922,131,R,,Renard poursui-vant des oiseaux (Dessin),,1,547,,,,
1922,131,R,,Renard (Le) (Dessin) avec E.B.,,16,827,,,,
1922,131,R,,Renard extra Paris (Brosse) avec dessin,,73,1323,,,,
1922,131,R,,Renard & Gérard (La Brosserie).,,73,1323,,,,
1922,131,R,,Renardi (J.),,68,128,,,,
1922,131,R,,Renauldie (La).,,58,79,,,,
1922,131,R,,Renaul & C° (Ls).,,68,51,,,,
1922,131,R,,Rendement,,22,1053,,,,
1922,131,R,,René de Créancey,,68,1381,,,,
1922,131,R,,René Maingourd.,,62,762,,,,
1922,131,R,,Reniflaiz.,,79,1247,,,,
1922,131,R,,Renne avec dessin.,,67,1176,,,,
1922,131,R,,Renommée (A la) avec dessin.,,14,224,,,,
1922,131,R,,Renommée (La) avec dessin.,,72,326,,,,
1922,131,R,,Renommée (Dessin).,,64,515,,,,
1922,131,R,,id.,,53,563,,,,
1922,131,R,,id.,,79,633,,,,
1922,131,R,,id.,,62,870,,,,
1922,131,R,,id.,,52,1130,,,,
1922,131,R,,Renommée (A la) avec dessin,,66,1530,,,,
1922,131,R,,id.,,66,1531,,,,
1922,131,R,,Renommée tenant un caducée (Dessin) avec B.C.,,48,910,,,,
1922,131,R,,Renommée tenant un écusson renfermant les initiales L.L. (Dessin),,11,1000,,,,
1922,131,R,,Renommée sur un globe (Dessin),,71bis,1386,,,,
1922,131,R,,id.,,64,1493,,,,
1922,131,R,,Renommée assise sur un tonneau et tenant une branche de vigne (Dessin),,68,1104,,,,
1922,131,R,,id.,,68,1105,,,,
1922,131,R,,Renommée du Café (A la) avec dessin,,80,1511,,,,
1922,131,R,,Renommée de Limoges (A la).,,53,1346,,,,
1922,131,R,,Renommée de Limoges (A la) avec dessin,,53,1434,,,,
1922,131,R,,Rénotanic,,79,1508,,,,
1922,131,R,,Rénotonine,,79,1688,,,,
1922,131,R,,Rénova-Bougie.,,22,856,,,,
1922,131,R,,Renovan.,,58,1131,,,,
1922,131,R,,Rénovateur à base de quinine de Robinet chimiste à Paris (Le),,58,718,,,,
1922,131,R,,Rénovateur Robinet,,58,,,,,
1922,132,R,,Renov-Pneu dans un losange,,22,645,,,,
1922,132,R,,Renulife.,,78,1213,,,,
1922,132,R,,Réoxine,,79,1541,,,,
1922,132,R,,Réoxol,,79,538,,,,
1922,132,R,,R.E.P. (Peintures laquées),,33,9,,,,
1922,132,R,,Réparator,,25,1337,,,,
1922,132,R,,Reporter,,11,708,,,,
1922,132,R,,Repousse d'Art Ciselé avec C. P,,74,670,,,,
1922,132,R,,Repriseuse (Coton à repriser à la) avec dessin.,,44,943,,,,
1922,132,R,,Reps Amour,,59,1637,,,,
1922,132,R,,République (Tête de) (Dessin),,8,678,,,,
1922,132,R,,République de vant soleil) Tête de) (Dessin).,,54,456,,,,
1922,132,R,,République Française 1870 avec dessin,,14,1476,,,,
1922,132,R,,R.E.S. dans un losange,,25,39,,,,
1922,132,R,,R.E. S,,8,791,,,,
1922,132,R,,Resco,,68,584,,,,
1922,132,R,,Réserve (P. Guillemot).,,68,437,,,,
1922,132,R,,Réserve (Plume).,,72,1654,,,,
1922,132,R,,Réserve des moines,,68,1646,,,,
1922,132,R,,Réserve Paul Court,,68,437,,,,
1922,132,R,,Résidence (La).,,68,1681,,,,
1922,132,R,,Résident (Rhum du),,68,1362,,,,
1922,132,R,,Résinogomme.,,58,1346,,,,
1922,132,R,,Résist O Shock dans un losange (Dessin),,54,1303,,,,
1922,132,R,,id.,,54,1303,,,,
1922,132,R,,Résist Régular M. P,,44,1731,,,,
1922,132,R,,Résistant P.D. (Le),,52,42,,,,
1922,132,R,,Résistine,,8,746,,,,
1922,132,R,,Résistivite,,20,268,,,,
1922,132,R,,Résol,,11,1195,,,,
1922,132,R,,Respir (Cachets pectoraux),,79,1776,,,,
1922,132,R,,Respirogène,,79,1849,,,,
1922,132,R,,Respor Vermouth,,68,1278,,,,
1922,132,R,,Restaurant du Chapeau Rouge,,68,812,,,,
1922,132,R,,Restreint (Le).,,38,602,,,,
1922,132,R,,Résurrexal,,79,1778,,,,
1922,132,R,,Retanine R.T.,,11,1219,,,,
1922,132,R,,Reto,,16,71,,,,
1922,132,R,,Rétractol,,79,59,,,,
1922,132,R,,Retru Vacher avec dessin.,,42,40,,,,
1922,132,R,,Retz,,72,326,,,,
1922,132,R,,Reutlinger,,75,1876,,,,
1922,132,R,,Rêve (Le),,52,199,,,,
1922,132,R,,Rêve (semoir le).,,17,450,,,,
1922,132,R,,Rêve (Le),,53,1131,,,,
1922,132,R,,id.,,17,1427,,,,
1922,132,R,,Rêve (Anjou rosé) le),,68,1713,,,,
1922,132,R,,Rêve (Huile le) D. V,,9,1854,,,,
1922,132,R,,Rêve de la bassecour (Le),,79,541,,,,
1922,132,R,,Rêve délicieux.,,58,719,,,,
1922,132,R,,Rêve de Madelon.,,58,116,,,,
1922,132,R,,Rêve du Peuple (Le) avec dessin.,,53,1060,,,,
1922,132,R,,Rêve de Suzanne (Le),,58,426,,,,
1922,132,R,,Rêve de Valse.,,66,1676,,,,
1922,132,R,,Rêvée (La),,43,861,,,,
1922,132,R,,Réveil (Le),,14,1727,,,,
1922,132,R,,id.,,68,1872,,,,
1922,132,R,,Revel (Parapluie) avec dessin,,54,1461,,,,
1922,132,R,,Revel (Parapluie).,,54,1487,,,,
1922,132,R,,Révélation,,72,992,,,,
1922,132,R,,Révélées (Les).,,62,871,,,,
1922,132,R,,Révérend (Vermifuge du) (suppositoires du).,,79,333,,,,
1922,132,R,,Révérend (Rhum du),,68,1145,,,,
1922,132,R,,Révérendine (Extrait T. Noirot).,,68,1239,,,,
1922,132,R,,Rêverie,,45,503,,,,
1922,132,R,,Rêverie du Soir de Feldys,,58,203,,,,
1922,132,R,,Revers supé - rieurs,,52,1525,,,,
1922,132,R,,Rêveuse (La),,14,1460,,,,
1922,132,R,,Page réelle.,,,1550,,,,
1922,132,R,,Revillard,,68,473,,,,
1922,132,R,,Révolte des fleurs (La),,58,978,,,,
1922,132,R,,Révolver (Dessin),,60,18,,,,
1922,132,R,,Révolver Marke.,,8,1815,,,,
1922,132,R,,Rex (Blanc),,33,10,,,,
1922,132,R,,Rex,,21,37,,,,
1922,132,R,,Rex sur une bouteille (Dessin).,,68,324,,,,
1922,132,R,,Rex (Le),,33,454,,,,
1922,132,R,,Rex,,75,538,,,,
1922,132,R,,id.,,21,751,,,,
1922,132,R,,id.,,16,854,,,,
1922,132,R,,Rex (Les sirops).,,68,889,,,,
1922,132,R,,Rex,,78,892,,,,
1922,132,R,,id.,,62,914,,,,
1922,132,R,,id.,,39,1056,,,,
1922,132,R,,R E X (Anti-cam-bouis),,14,1395,,,,
1922,132,R,,Rex,,25,1429,,,,
1922,132,R,,id.,,21,1583,,,,
1922,132,R,,Page réelle.,,,1593,,,,
1922,132,R,,Rex,,23,1755,,,,
1922,132,R,,Rex (Carburateur).,,23,1755,,,,
1922,132,R,,Rex,,52,1827,,,,
1922,132,R,,Rex (The fox Electra),,42,1630,,,,
1922,132,R,,Rex avec trèfle (Dessin),,10,492,,,,
1922,132,R,,Rex sur une couronne (Dessin).,,68,889,,,,
1922,132,R,,Rex isoleatur.,,78,1848,,,,
1922,132,R,,Rexim,,72,1718,,,,
1922,132,R,,Rexo,,9,1424,,,,
1922,132,R,,Rexoil,,9,1424,,,,
1922,132,R,,Rexol,,33,648,,,,
1922,132,R,,Rey Fulminante (Ciment),,29,111,,,,
1922,132,R,,Reyna,,56,425,,,,
1922,132,R,,R.F. sur une étoile (Dessin),,11,1394,,,,
1922,132,R,,R.F. avec femme tenant une balance sur un timbre (Dessin),,72,1077,,,,
1922,132,R,,R. G,,32,559,,,,
1922,132,R,,id.,,51,1732,,,,
1922,132,R,,R.G. dans un écusson couronné (Dessin),,68,1412,,,,
1922,132,R,,R. Guillemette (Correcteur de carburation).,,22,109,,,,
1922,132,R,,Rhada,,58,115,,,,
1922,132,R,,Rhadium (Jersey).,,45,1401,,,,
1922,132,R,,Rhéanurène,,79,673,,,,
1922,132,R,,Rhea Rejuvéna - tor,,79,176,,,,
1922,132,R,,Rheastar,,79,176,,,,
1922,132,R,,Rhéosodine,,79,1511,,,,
1922,132,R,,Rhépar (Liqueur).,,79,823,,,,
1922,132,R,,Rhin,,21,599,,,,
1922,132,R,,Rhinaréine,,79,59,,,,
1922,132,R,,Rhino,,79,589,,,,
1922,132,R,,Rhinocaïne,,79,588,,,,
1922,132,R,,Rhinocéros (Dessin),,72,96,,,,
1922,132,R,,Rhinocéros (Tête de) (Dessin),,53,392,,,,
1922,132,R,,Rhinocéros sur un rouleau de câbles métalliques Dessin).,,27,1458,,,,
1922,132,R,,Rhinoforme,,79,589,,,,
1922,132,R,,Rhino-ouate,,79,589,,,,
1922,132,R,,Rhinol,,79,589,,,,
1922,132,R,,Rhinoléol,,79,783,,,,
1922,132,R,,Rhoda dans un écusson couronné,,53,78,,,,
1922,132,R,,Rhodésia (Matelassé),,45,1788,,,,
1922,132,R,,Rhodiane.,,10,1474,,,,
1922,132,R,,Rhodiaséta,,1,1194,,,,
1922,132,R,,Rhodiastase,,79,1849,,,,
1922,132,R,,Rhodine,,11,747,,,,
1922,132,R,,Rhône (Cailloux du),,66,1799,,,,
1922,132,R,,Rhuma,,79,1326,,,,
1922,132,R,,Rhumatisine Foi-ret,,79,332,,,,
1922,132,R,,Rhumatoïdine.,,79,97,,,,
1922,132,R,,Rhumatoxine.,,79,1657,,,,
1922,132,R,,Rhuijs (Harengs de),,62,1172,,,,
1922,132,R,,Rhuijs (Filets fumés de harengs de),,62,1172,,,,
1922,132,R,,Ribol,,79,672,,,,
1922,132,R,,Rich,,52,562,,,,
1922,132,R,,Rich sur un écusson couronné renfermant un bateau (Dessin).,,39,193,,,,
1922,132,R,,Richard (Rhum).,,68,211,,,,
1922,132,R,,Richard (Anis).,,68,1183,,,,
1922,132,R,,Richard’s Port.,,68,669,,,,
1922,132,R,,Richaumont,,68,1646,,,,
1922,132,R,,Riché (Edmond).,,68,435,,,,
1922,132,R,,Riche (Le café).,,67,1237,,,,
1922,132,R,,Richelieu,,72,166,,,,
1922,132,R,,Richelieu (Jus de raisine frais) avec dessin,,79,1247,,,,
1922,132,R,,Richelieu & C°.,,68,521,,,,
1922,132,R,,Richemonnes Réserve E. Lanternier (Les).,,68,880,,,,
1922,132,R,,Ricinogènes (Sels),,79,995,,,,
1922,132,R,,Ricinol,,9,1692,,,,
1922,132,R,,Ricinomalt,,79,1247,,,,
1922,132,R,,Ricinpalm,,58,1098,,,,
1922,132,R,,Rick,,48,1823,,,,
1922,132,R,,Ricqlès (Vera Mmt crème de menthe de),,68,1498,,,,
1922,132,R,,Ric et Rac,,66,1473,,,,
1922,132,R,,Page réelle.,,,1563,,,,
1922,132,R,,Rider.,,39,1667,,,,
1922,132,R,,Ridewell avec dessin,,25,1053,,,,
1922,132,R,,Rieuses (Les). avec dessin,,62,662,,,,
1922,132,R,,Rif,,25,828,,,,
1922,132,R,,R.I. F,,1,1578,,,,
1922,132,R,,Page réelle.,,,1588,,,,
1922,132,R,,Rifleman,,49,1826,,,,
1922,132,R,,Riga (Le),,35,1339,,,,
1922,132,R,,Rigal (Huile),,9,1047,,,,
1922,132,R,,Rigodon (Cidre français),,68,324,,,,
1922,132,R,,Rik-Rak,,25,73,,,,
1922,132,R,,Rimains (Des).,,1,637,,,,
1922,132,R,,Rimains (Élixir des),,79,701,,,,
1922,132,R,,Rimini,,66,121,,,,
1922,132,R,,Rimoux (Pro - duits avec sphinx (Dessin),,79,1472,,,,
1922,132,R,,Rinçol,,11,1475,,,,
1922,132,R,,Rintintin,,68,124,,,,
1922,132,R,,Rio (Porto del).,,68,1181,,,,
1922,132,R,,Rio (Le bon café de),,67,1800,,,,
1922,132,R,,Riodoja,,66,1472,,,,
1922,132,R,,Page réelle.,,,1562,,,,
1922,132,R,,Rioja (La),,42,561,,,,
1922,132,R,,Rio-Taza (Rhum Lafond),,68,1238,,,,
1922,132,R,,Rip-Rap,,16,598,,,,
1922,132,R,,Ripley,,49,1759,,,,
1922,132,R,,Ripsa,,35,304,,,,
1922,132,R,,Riquette,,48,1823,,,,
1922,132,R,,Riquiqui,,66,208,,,,
1922,132,R,,id.,,66,1473,,,,
1922,132,R,,Page réelle.,,,1563,,,,
1922,132,R,,Riri,,45,1523,,,,
1922,132,R,,Risa avec griffon (Dessin),,53,458,,,,
1922,132,R,,Risette (La).,,68,89,,,,
1922,132,R,,Risquetout (Frein avec dessin,,25,384,,,,
1922,132,R,,Risseblac Monopole.,,68,1650,,,,
1922,132,R,,Rita,,78,1213,,,,
1922,132,R,,Riva,,33,1224,,,,
1922,132,R,,Rival,,60,82,,,,
1922,132,R,,id.,,66,1311,,,,
1922,132,R,,Rivale (La),,15,968,,,,
1922,132,R,,Rivale (Blague à tabac la),,59,1470,,,,
1922,132,R,,Page réelle.,,,1560,,,,
1922,132,R,,Rivalette (La).,,33,9,,,,
1922,132,R,,R.I.V.A.L.I.N. (Le) dans une étoile.,,33,9,,,,
1922,132,R,,Rivalin (Le),,33,9,,,,
1922,132,R,,id.,,33,10,,,,
1922,132,R,,Rivaline (La),,33,9,,,,
1922,132,R,,Rivais,,65,467,,,,
1922,132,R,,Rivarol,,49,1827,,,,
1922,132,R,,Rive (La),,52,1095,,,,
1922,132,R,,Rive Bleue (Chocolat (La),,66,247,,,,
1922,132,R,,Rivièra (La),,69,405,,,,
1922,132,R,,Riviera (Limonade).,,69,816,,,,
1922,132,R,,Riviéra (Bière).,,68,1612,,,,
1922,132,R,,Riviéra – cream (Olive oil),,64,1640,,,,
1922,132,R,,Riville frères (A. P.),,68,1500,,,,
1922,132,R,,Rivoli,,49,1826,,,,
1922,132,R,,Rivolite (Imperméable),,55,425,,,,
1922,132,R,,Rixter (Cycles).,,25,229,,,,
1922,132,R,,Riz Abadie,,59,1793,,,,
1922,132,R,,id.,,59,1795,,,,
1922,132,R,,id.,,59,1796,,,,
1922,132,R,,Riz B,,59,278,,,,
1922,132,R,,Riz doré,,59,1794,,,,
1922,132,R,,Rizena,,1,34,,,,
1922,132,R,,Rizière (La) avec dessin.,,1,1120,,,,
1922,132,R,,Rizzi,,58,800,,,,
1922,132,R,,R.J.D.,,29,385,,,,
1922,132,R,,R.J. M,,42,387,,,,
1922,133,R,,R. L,,74,1186,,,,
1922,133,R,,R.L. avec dessin dans un losange.,,56,1487,,,,
1922,133,R,,R.L. (Roues),,25,1463,,,,
1922,133,R,,Page réelle.,,1553,,,,,
1922,133,R,,R.M. (Le jave - leur),,22,6,,,,
1922,133,R,,R.N.,,16,1460,,,,
1922,133,R,,Page réelle.,,,1550,,,,
1922,133,R,,R.O.,,8,790,,,,
1922,133,R,,Roannaise (Biscuiterie),,66,1236,,,,
1922,133,R,,Robéclipse,,39,422,,,,
1922,133,R,,Robel (Sel),,14,1517,,,,
1922,133,R,,Roberal,,79,98,,,,
1922,133,R,,Robert (Ondula-teur électrique instantané),,58,1136,,,,
1922,133,R,,Robert (Biscot - tes),,71bis,1364,,,,
1922,133,R,,"Robert aîné à Paris, E. Mary successeur à Ézy",,58,913,,,,
1922,133,R,,Robert et Car - rière (Labora - toire),,79,440,,,,
1922,133,R,,Robin (Albert).,,68,1104,,,,
1922,133,R,,Robin (Compriniés Nucléatol).,,79,1282,,,,
1922,133,R,,Robin (Glycéro - phosphate injectable),,79,1282,,,,
1922,133,R,,Robin (Iodone).,,79,1282,,,,
1922,133,R,,Robin,,9,1368,,,,
1922,133,R,,Robin (Labora - toires),,79,1617,,,,
1922,133,R,,Robin (Compri - més,,79,1687,,,,
1922,133,R,,Robin et C° (Albert),,68,1104,,,,
1922,133,R,,Robin Monopole (A.),,68,1105,,,,
1922,133,R,,Robin Original (A.),,68,1105,,,,
1922,133,R,,Robinet (Rénovateur),,58,718,,,,
1922,133,R,,Robinet à patte boisseau foncé avec J.J. (Dessin),,19,1428,,,,
1922,133,R,,Robinson (Le).,,54,392,,,,
1922,133,R,,id.,,54,393,,,,
1922,133,R,,Robinsons Con l'orming Hat.,,50,234,,,,
1922,133,R,,Robinson’s Self  Gonforming.,,50,306,,,,
1922,133,R,,Robo,,20,1296,,,,
1922,133,R,,Rob. Percepont.,,68,811,,,,
1922,133,R,,Robri,,25,270,,,,
1922,133,R,,Robur,,16,749,,,,
1922,133,R,,Robur,,24,1429,,,,
1922,133,R,,Robust,,25,39,,,,
1922,133,R,,id.,,38,1667,,,,
1922,133,R,,Robusta,,17,680,,,,
1922,133,R,,Robuste A.G.,,22,269,,,,
1922,133,R,,id.,,22,347,,,,
1922,133,R,,Roby,,72,890,,,,
1922,133,R,,Roc,,47,353,,,,
1922,133,R,,id.,,52,1761,,,,
1922,133,R,,Roc Blanc (Le).,,64,570,,,,
1922,133,R,,Roc Bleu,,64,765,,,,
1922,133,R,,Roc doux,,64,765,,,,
1922,133,R,,Roc-fer (Ciment).,,29,7,,,,
1922,133,R,,Roc for Éver,,64,765,,,,
1922,133,R,,Roche (Sirop).,,79,1150,,,,
1922,133,R,,Roche (Crû la).,,68,1772,,,,
1922,133,R,,Roche et Fils (Louis),,68,1445,,,,
1922,133,R,,Rocheblonde,,68,531,,,,
1922,133,R,,Rochebrune et fils (De),,68,403,,,,
1922,133,R,,Rochechouard (I. de),,68,1839,,,,
1922,133,R,,Roche Cristal La reine des eaux de table,,69,888,,,,
1922,133,R,,Roche – Marotte (Savon dia - phane extra).,,14,1049,,,,
1922,133,R,,Roche - Marotte (Savonnerie).,,14,1050,,,,
1922,133,R,,Rochemont et Cie (J.E.),,68,776,,,,
1922,133,R,,Roche des Rois.,,68,1497,,,,
1922,133,R,,Roche au Thigé-nol (Ovules).,,79,1153,,,,
1922,133,R,,Roche de Thiocol (Cachets et comprimés),,79,1152,,,,
1922,133,R,,Rochelle de l’Artois,,68,1180,,,,
1922,133,R,,Rochéose,,79,1248,,,,
1922,133,R,,Rocher (Vin),,79,994,,,,
1922,133,R,,Rocher de l'aiguille (Au) avec dessin,,67,247,,,,
1922,133,R,,Rochers Rouges (Les),,68,885,,,,
1922,133,R,,Rockinchair avec dessin,,49,1128,,,,
1922,133,R,,id.,,49,1129,,,,
1922,133,R,,Rocnit,,33,1859,,,,
1922,133,R,,Rococo (Mate - lassé),,45,1788,,,,
1922,133,R,,Rocveyret,,68,1650,,,,
1922,133,R,,Rodell (Saltratos).,,58,801,,,,
1922,133,R,,Rodo (Lance-parfum avec dessin.,,68,1169,,,,
1922,133,R,,Rodolfo (Dépuratif mexicain du R. P,,79,1849,,,,
1922,133,R,,Rodoll (Savon).,,58,1636,,,,
1922,133,R,,Rodrey,,32,150,,,,
1922,133,R,,Rodrigues De Arcos,,68,1871,,,,
1922,133,R,,Rodriguez Antonio),,66,1274,,,,
1922,133,R,,Roeder et Cie,,68,578,,,,
1922,133,R,,Rogelain (Paul).,,68,1073,,,,
1922,133,R,,Roger et Gallet.,,58,866,,,,
1922,133,R,,id.,,58,867,,,,
1922,133,R,,id.,,58,1864,,,,
1922,133,R,,Roger et Gallet (six savons),,58,1347,,,,
1922,133,R,,Roger Geoffrcy.,,68,1412,,,,
1922,133,R,,Roger Gouin,,68,1241,,,,
1922,133,R,,Roger Perroy.,,68,1441,,,,
1922,133,R,,ROGESTOR.,,72,439,,,,
1922,133,R,,Roi (Bleu de),,14,854,,,,
1922,133,R,,Roi de l’Atlas.,,58,1489,,,,
1922,133,R,,Roi des colosses (Le),,58,17,,,,
1922,133,R,,Roi des fleuves (Le),,62,1437,,,,
1922,133,R,,Roi des Gourmets avec dessin,,62,1233,,,,
1922,133,R,,Roi des gourmets (Au),,62,1831,,,,
1922,133,R,,Roi du jour,,58,689,,,,
1922,133,R,,Roi Mage,,44,604,,,,
1922,133,R,,Roi des mers (Biscuiterie du),,66,1311,,,,
1922,133,R,,Roi des mers (Le),,62,1437,,,,
1922,133,R,,Roi nègre (Rhum vieux du) avec dessin,,68,88,,,,
1922,133,R,,Roi des oeillets (Le),,58,1488,,,,
1922,133,R,,"Roi Printemps (Le).,",,58,1132,,,,
1922,133,R,,Roi René (Grand vin du),,68,985,,,,
1922,133,R,,Roi des rois,,58,689,,,,
1922,133,R,,Roi des Sodas (Le),,69,1110,,,,
1922,133,R,,Roi des Vouvray (Le),,68,248,,,,
1922,133,R,,Roi d’Ys (Le),,58,1636,,,,
1922,133,R,,Rois (Trois dans un pique (Dessin),,60,568,,,,
1922,133,R,,Rois (Fine des) avec dessin,,68,727,,,,
1922,133,R,,Rois (Graves des).,,68,1277,,,,
1922,133,R,,Rois du Congo (Savon des).,,58,1602,,,,
1922,133,R,,Roidor,,1,298,,,,
1922,133,R,,Roja (Gaufres surfines),,66,953,,,,
1922,133,R,,Roker avec B.S. dans un losange (Dessin),,10,1331,,,,
1922,133,R,,Rolac,,20,147,,,,
1922,133,R,,Roland,,53,507,,,,
1922,133,R,,Rolington,,25,1162,,,,
1922,133,R,,Roll,,25,383,,,,
1922,133,R,,Rolland (Plas - mine Pulmoiodine),,79,30,,,,
1922,133,R,,Rolland,,58,759,,,,
1922,133,R,,Rolland (Savon au citron),,58,1017,,,,
1922,133,R,,Rolland et Cie.,,58,427,,,,
1922,133,R,,Rolling,,25,110,,,,
1922,133,R,,Rollmops,,62,205,,,,
1922,133,R,,Rollmops avec dessin,,62,245,,,,
1922,133,R,,Rolloil,,9,1291,,,,
1922,133,R,,Rollski,,25,600,,,,
1922,133,R,,Rollworld,,25,1728,,,,
1922,133,R,,Rolo,,68,1029,,,,
1922,133,R,,id.,,68,1385,,,,
1922,133,R,,Rols’oil,,9,550,,,,
1922,133,R,,Rolubrax,,9,1194,,,,
1922,133,R,,Rom Sainte Croix avec dessin,,68,1802,,,,
1922,133,R,,Roma,,42,560,,,,
1922,133,R,,Romain (Fil au) avec dessin,,47,13,,,,
1922,133,R,,Romaine (Biscuiterie),,66,49,,,,
1922,133,R,,Romaine (brique).,,29,1520,,,,
1922,133,R,,Romaines (Pâtes alimentaires les) avec dessin,,65,1640,,,,
1922,133,R,,Romaline,,79,785,,,,
1922,133,R,,Romarine (La).,,58,1763,,,,
1922,133,R,,Romana,,25,229,,,,
1922,133,R,,id.,,44,1301,,,,
1922,133,R,,Romano (Soda).,,69,535,,,,
1922,133,R,,Romano,,68,1141,,,,
1922,133,R,,Romaria (La).,,58,654,,,,
1922,133,R,,Romarose,,58,912,,,,
1922,133,R,,Roméo (Soda).,,69,534,,,,
1922,133,R,,Roméo,,49,1826,,,,
1922,133,R,,Rometta,,45,1701,,,,
1922,133,R,,Romford et C° (Jules),,68,776,,,,
1922,133,R,,Romigny et C° (De),,68,809,,,,
1922,133,R,,Romulus et Ré - mus allaités par la louve (Dessin).,,45,755,,,,
1922,133,R,,Romulus et Rémus allaités par la louve du Capitole (Dessin).,,65,1439,,,,
1922,133,R,,Ronde d’enfants.,,45,650,,,,
1922,133,R,,Rondine,,58,719,,,,
1922,133,R,,Rondo,,1,142,,,,
1922,133,R,,Roold,,25,499,,,,
1922,133,R,,Roolds spécial for Samaritaine.,,48,1344,,,,
1922,133,R,,Roper frères et Cie,,68,1075,,,,
1922,133,R,,Roque bleue,,64,765,,,,
1922,133,R,,Roquet,,68,1031,,,,
1922,133,R,,Rorout,,66,1275,,,,
1922,133,R,,Rorouth,,66,1275,,,,
